kind,key,mentions,likes,like_per_mention,months_present,first,last,videos,channels,max_like,shape,example,example2,example2_like
b:brand,도브,6,42,7.0,2,2026-04,2026-06,3,3,32,thin,도브로 머리감고 코코넛오일로 헤어에센스처럼 발라주면 머리 엉키는거 없어요.,"그래도 도브비누 시도해보는건 강추, 맞는다면 득일것임 이상욱 의사님 담번엔 유기농 비누에 관해서 영상 만들어주세요🙆‍♂️🙏💗",9
b:brand,하트퍼센트,6,33,5.5,2,2026-01,2026-07,3,2,23,thin,하 ㅠㅠ하트퍼센트 라인프 루프 신 컬러 나와가지고 사려고 작년부터 계속 그러고 있는데 진짜 신 컬러 리뷰 해주는 사람이 없어가지고 결국 버티다가 지금 샀는데 이제 영상이 올라오네 ㅜㅠ,여쿨라 제발 하트퍼센트 도트 온 무드 원 웨이 글로이 틴트 핑크 베이브를 써주세요..,6
b:brand,설화수,6,7,1.2,4,2019-08,2026-08,6,5,5,thin,랑콤이나 설화수 상백같이 명품화장품들도 좀 다뤄주시면 좋을텐데…,요즘 유행하는 공쥬 브랜드들도 넘 조은데 설화수 헤라 오휘 더후 같은 브랜드도 부탁드려도 될까요??❤ 저희 아빠도 지금 아모레에서 설화수.헤라 담당팀이셔서 궁금하거든요!,1
b:brand,라운드랩,6,6,1.0,4,2024-08,2026-08,6,5,2,thin,여드름피부인데 라운드랩 소나무 클폼 좋아여 세정력 좋아서 잘쓰는중 살짝 속당김 생기는데 이건 세수하고 바로 기초케어 잘해주면 ㄱㅊ 저는 샤블 디플러스 크림으로 속건조 잡으니까 괜찮았어요,라운드랩 선세럼 리뷰해주세요!!+왜 요즘엔 쇼츠로 티어 안해주시나요?,2
b:brand,토르홉,6,5,0.8,2,2024-08,2026-05,4,4,2,thin,"토르홉 단백질 밀크 오일 클렌저 너무 궁금했는데 영상 보고 더 써보고 싶어졌어요 🥹🤍 평소에 클렌징하고 나면 피부가 너무 당기거나, 그렇다고 촉촉한 제품 쓰면 잔여감 남는 느낌 때문에 늘 애매했거든요!",요즘 클레이 마스크 궁금했는데 감사해요ㅎㅎ토르홉 다른 제품도 궁금한데 리뷰해주세요ㅎㅎ,2
b:brand,리얼베리어,6,5,0.8,4,2025-08,2026-05,6,4,3,thin,리얼베리어 제품들도 리뷰 부탁드려요!,개인적으로는 리얼베리어가 궁금한데 요청하는 사람들이 많이 생기면 티트리 라인 포함해서 부탁드립니다~,2
b:brand,비레디,5,100,20.0,3,2026-03,2026-08,5,4,67,narrow-strong,4:18 비레디랑 협업?해서 우리도 굿즈로 싸인 립밤…원해요☺️🥰,남자 비탐찌들을 위해서 비레디 쿠션도 발라주세요 ㅜㅜ,32
b:brand,삐아,5,44,8.8,3,2025-08,2026-08,5,3,44,thin,삐아도 신상 애교살스틱 나오던데..리뷰 해주심 안될까요?,삐아 럭키샤인틴트도 다뤄주세요 😘,0
b:brand,쥬베룩,5,20,4.0,4,2025-10,2026-07,5,4,12,thin,눈두덩이에 필러나 쥬베룩이나 리쥬란 중 어떤걸 추천해주실까요오??,언니~~코옆꺼짐?팔자 시술도 추천해주세요 ㅠㅠㅠㅠ쥬베룩은 결절 확률 너무 높다해서요 ㅠㅠ,7
b:brand,아로셀,5,13,2.6,4,2026-02,2026-08,5,4,13,thin,감사합니다😊 나중에 아로셀 겔마스크 신상도 찍어주세요,아로셀 썬크림도 해주세요,0
b:brand,셀라딕스,5,12,2.4,3,2025-12,2026-07,5,1,7,thin,마일드랩 토너랑 셀라딕스 토너랑 비교해주세요,셀라딕스 담당자님 보고 계시나요!!!제발 제발 마켓 해주세요ㅠㅠ,3
b:brand,아이소이,5,3,0.6,3,2025-08,2026-08,5,4,1,thin,아이소이 장수지 수분크림 저도 사용해보고 싶어요 ❤❤ 복합성 피부에 저도 속건조 심하게 느껴져서   수분크림 발라주면 피부가 촉촉하면서 부드러운 피부로 만들 수 있을 거 같아요!!,몇년간 성분좋은 립으로 아이소이 추천해주고 계신데 이번에 광고관련 논란이 있어서 다른 제품을 쓰려고합니다.,1
b:brand,에르보리앙,5,2,0.4,1,2026-08,2026-08,1,1,1,thin,에르보리앙 cc영상보고 정말 써보고 싶은 욕구가 뿜뿜입니다.,에르보리앙 CC 레드 코렉트는 홍이모님 추천으로 꼭 한번 써보고 싶었던 제품이에요~♥ 홍조와 붉은기를 자연스럽게 정돈해주면서 피부톤을 균일하게 보정해준다는 점이 특히 기대돼요!,1
b:brand,조선미녀,4,14,3.5,2,2026-02,2026-08,4,3,9,thin,요즘 조선미녀 틴티드 썬크림도 파데프리 지성템으로 유명하던데 조말랭님 리뷰도 궁금해요!!!!🥹,조선미녀 틴티드 선세럼도 리뷰해주세요!!,3
b:brand,마녀공장,4,10,2.5,0,2025-08,2025-08,1,1,10,thin,오늘도 꿀팁영상 너무 감사해용 올영라이브 나온다고해서 헐레벌떡 기대햇는데 마녀공장 제품을  평소에 너무 좋아하는 브랜드라 라이브 넘나 재밌게봤어용 다음에도 또 나와주세용 😊💛🧡,영상 기다리고 있었어요💕💕 평소에 마녀공장 제품으로 클렌징하는데 사배님과 마녀공장의 만남이라니!,0
b:brand,무신사,4,9,2.2,4,2025-12,2026-07,4,4,8,thin,온니 보니까 무뷰페 무신사가 훨씬 저렴하고 좋은 상품도 많더라구여 무뷰페 콘텐츠도 만들어주세요!!!,형 처음 나온 나시 무신사에서 봤었는데 사이즈 알려주시면 감사하겠습니다,1
b:brand,아워글래스,4,9,2.2,3,2025-11,2026-08,4,4,6,thin,언니 아워글래스 컨실러 대체 저렴이 추천해주세요오!!!,❤수부지 모공 많은 피부라 메포가  좀 건조한데 모공 커버 되고 덜 건조한 파우더 추천 부탁드려요😢 엘리님 예전 파우더 영상 보고 일단 아워글래스 파우더 주문은 했어요,2
b:brand,바이오힐보,4,8,2.0,2,2025-08,2026-08,4,3,6,thin,제이나님이 콜라겐 립밤 비교하는 영상 보고싶어요!🙏💛💛💛 -토보코 콜라겐 부스팅 립마스크 -투크/스파 립밤 -소울/에버 모이스트 볼륨 립밤  -바이오힐보/프로바이오덤 콜라겐 볼륨 립밤 (콜라겐 립밤이 입술주름 없애주는 효과도 있는지 궁금해요‼️),바이오힐보 판테셀 리페어시카 크림 미스트 말레세지아 유발 성분 몇 개 들어있는지 알려주실 수 있을까요???,1
b:brand,파파레서피,4,5,1.2,2,2025-08,2026-08,3,2,4,thin,그래서 파파레서피 블레미쉬 버블 머드 마스크 소개해주실 때 엄청 집중해서 봤어요!!,인씨님 혹시 파파레서피 효소파우더는 이제 마켓 안하시나요🥹?!?,1
b:brand,세타필,4,3,0.8,3,2025-08,2026-06,4,4,2,thin,저도 민감성피부라 헤어로션대신 피부에 바르는 세타필이나 피지오겔 헤어에 살짝 발라주면(물기살짝있을때) 하나도 안부시시해요,세타필 크림  정확한 이름을 알려주세요,1
b:brand,피지오겔,4,3,0.8,1,2019-08,2025-11,2,2,2,thin,피지오겔프로도 알려주세요❤😂🎉,피지오겔 로션도 말라세지아 유발성분있는지 알려주세요 ~~,1
b:brand,니들리,4,2,0.5,3,2025-12,2026-08,4,2,1,thin,니들리 마일드 효소 클렌징 파우더 리뉴얼 중이라는데 리뉴얼후에도 성분 분석 다시 해주실 수 있나요??,니들리 토너패드 제발 모두가 써주세요 ㅠㅠ,1
b:brand,이지듀,4,2,0.5,2,2020-08,2026-04,4,4,1,thin,*이지듀 MD 로션 말라세지아 성분 확인 좀 해주셔요..,이지듀 비비도 좋은데  리뉴얼은 안써봤지만 7년전 피부과에서 추천해줘서 썼었는데  촉촉하고 좋았던 기억이..,1
b:brand,오브제,4,1,0.2,2,2026-04,2026-06,4,4,1,thin,민스코님 최근에 뽀용뇽님과 콜라보한 무지개멘션 오브제 스테인 틴트 립스코해주세요!,제가 지금 여드름자국+지성인데 파운데이션을 잘 몰라 오브제 2호를 계속 사용중인데 혹시 남자가 쓰기 커버가 자연스러우면서 지성피부가 쓰기 좋운 파운데이션도 추천해주세요,0
b:brand,에이지투웨니스,4,1,0.2,3,2026-04,2026-06,4,4,1,thin,에이지투웨니스 신상 여름쿠션ㅅ도 리뷰해주세요ㅠㅜ,후니언님 에이지투웨니스 벨벳 래스팅 파운데이션 팩트 리뉴얼 됬는데 리뷰좀 해주세요 😊,0
b:brand,바세린,3,65,21.7,2,2026-02,2026-07,3,3,56,narrow-strong,"저처럼 선천적으로 목주름 심한분들은 약국에서 바세린 사시고, 넥리커버 크림같은거랑 자기전에 섞어발라주시면....",녹차 우린물도 많이 마시고 다크용 보습크림 바르고 다크베러 마사지로 최대한 흡수 시켜주고 바세린같은거로 수분 안날아가게 얇게 펴발라주면서 좀 나아짐요..!,5
b:brand,그래비티,3,42,14.0,2,2026-04,2026-05,3,3,41,narrow-strong,전에 좋다고 했던 제로그래비티 커버업 구매하고 완전 잘 쓰고 있는데 그거 두개 비교도 해주시묜 좋겠어영,웅니 제발 제로그래비티랑 올데이마스터 비교 한번만 해주시면 안댈까요..?!?!,1
b:brand,아비브,3,38,12.7,1,2025-08,2026-07,3,3,38,narrow-strong,아비브 어성초 라인 다뤄주세요..,혹시 아비브 선크림 리뷰는 해주실수없나용!,0
b:brand,프롬리에,3,8,2.7,2,2025-08,2026-06,3,3,7,thin,프롬리에 말고 가성비 더 좋은 선크림 추천도 부탁드립니다 🙏,피부 타입 - 수부지 / 쓰고 있는 제품 : 프롬리에 비건 egf 시카 워터 선앰플(유기자차) /단점 - 눈 시림 / 무기자차 한번 써보려고 하는데 구달 or 아떼 중에 써보려고 하는데 아떼는 보니까 이쁜 상앗빛의 물광 표현이 된다는데 가격 상관없어서 진지하게 훈님 추천받아보고 싶어요!,1
b:brand,쏘내추럴,3,7,2.3,2,2025-08,2026-07,3,2,5,thin,혹시 전 영상에서 추천하신 쏘내추럴 톤업 제품이랑 어떤 점이 다른지 비교해주실 수 있나요?,예전 영상에 나왔던 쏘내추럴 톤업 선크림이랑 조선미녀 선세럼 중에 더 추천하시는 제품은 뭔지 궁금해요❤️,2
b:brand,밀크터치,3,7,2.3,2,2026-03,2026-06,2,2,7,thin,밀크터치 립 정보 너무 궁금해요!!,좋아할1등컬러일거같구요!^^ 저는 봄웜라이트색감좋아해서 9호 소프트에이드 뚫어져라봤어여🥰  11호 로코블렌디드 색감은 저희어머님대분들도 화사한색감에 과하지않는핑크빛이라 넘잘어울릴거같구요❤   저는 피치블라썸에 4호 멜로우앤딩 믹스해서 발라두 넘이쁠거같단생각두했어요!^^  진짜13컬러모두,0
b:brand,아렌시아,3,5,1.7,1,2024-08,2026-08,3,2,3,thin,아렌시아도 부탁드려요.,요즘 자주 봤고 사용하고 있는 원씽 제품 이나 아렌시아 제품도 괜찮은 제품인지 언젠가 리뷰 한번 해주세요…ㅠ,2
b:brand,3CE,3,5,1.7,2,2025-09,2026-06,2,2,4,thin,"해도 한 번도 안 사봤는데, 이번 3CE꺼는 트루님 설명이랑 테스트영상 보니까 진짜 써보고 싶어요!!",3CE 립벨벳 리뉴얼도 리뷰해주세요옹 🤩🥸요즘 유행하는 버터벨벳 질감이라고 해서 넘 궁금해요 !!,1
b:brand,릴리바이레드,3,4,1.3,2,2024-08,2026-05,3,3,2,thin,젭알 젭알 릴리바이레드 두근빔.포도빔 써주세요 ㅠ,릴리바이레드해주실수있나요??진짜 잘쓰는것도있고 진짜 별로인것도 있고 엄청 극과 극이라 비비언니 리뷰 보고싶어요,2
b:brand,싸이닉,3,3,1.0,0,2025-08,2025-08,2,1,1,thin,싸이닉 크림 성분 분석 부탁드려용,그런데 싸이닉 저분자 히알루론산 크림과 슈퍼모이스트 페이셜크림을 섞어발라서 이 두제품으로 성분 분석해주실 수 있을까용?,1
b:brand,유리아쥬,3,3,1.0,2,2025-11,2025-12,3,2,3,thin,"수분크림,더마장벽크림은 다루셧던데 요즘 재생크림이라고 유리아쥬,라로슈포제,바이더오마등 좀 핫하던데 재생크림도 다뤄주세요",유리아쥬 제모스 넘 사고싶은데 집에 스킨케어가 너무 많아버려요 ㅠㅠㅠㅠ호엥 후니언님 혹시 맥 톤업베이스 한번만 써봐주실수있나용?,0
b:brand,닥터디퍼런트,3,2,0.7,1,2025-08,2026-02,3,3,1,thin,메이크업 효과인가 찬스님~코가 달라보이네용😆😆닥터디퍼런트 저도 써봤는데 좋았어용💙,안녕하세용 :) 요즘 너무 잘보고 에즈윤님 덕분에 폼클 광명 찾은 사람임니다🥹 혹시 가능하시다면 닥터디퍼런트 113크림 말라세지아 성분 있는지 부탁 드려두 될까요 ?,1
b:brand,비욘드,3,2,0.7,0,2025-08,2025-08,2,1,2,thin,"다른데서 흔히 추천해주는 아이템들이 아니라서 좋은 거 같아요 >ㅁ< 샤워가운 넘나 예쁨,, 그리고 비욘드 향 너무 좋지요 365일 필수템!!",비욘드 제품 디자인이 굉장히 많이 달라졌네요.,0
b:brand,디어에이,3,1,0.3,3,2025-11,2026-08,3,3,1,thin,컨실러 제발 디어에이 써주세요ㅠ,톤 컨실러 혹시 국내의 디어에이 컨실러와 비교해주실 스 있으신가요??,0
b:brand,메이크프렘,3,1,0.3,3,2025-11,2026-07,3,3,1,thin,잘봤습니당 😊 메이크프렘 수딩 핑크 톤업선크림 성분좀 괜찮은건지좀알려주세요,메이크프렘 유브이 디펜스 미 노세범 선크림 지성이라면 제발 써주세요ㅠㅜ,0
b:brand,김정문알로에,3,1,0.3,1,2025-08,2026-08,3,3,1,thin,김정문알로에 아쿠아마일드그린 선크림 분석 부탁드려도될까용,김정문알로에 설명 해주실 때 알로에베라잎추출물(100ppm) 0.01% 가 맞는 것 같습니다~,0
b:brand,글로웍스,3,1,0.3,2,2026-03,2026-05,3,2,1,thin,저는 솜털피부라 브러쉬로잘못하면 뜰때가 있어서 ㅎㅎ내장용퍼프쓰거나(세척가능) 글로웍스 이지블렌딩 커버업스펀지로 발라주면 좋더라구요!,혹시 fb14랑 글로웍스랑 비교해주실수잇나요 ㅠ,0
b:brand,토니모리,3,1,0.3,1,2026-07,2026-07,3,3,1,thin,그런데 물틴트 특유의 그 얼룩덜룯 착색은 싫어요… 추천 부탁드려용 토니모리 안에서도 어떤걸 써야할지 모르갰어요….,토니모리 스킨톤 커버 쿠션 리뷰해주세여 ❤❤,0
b:brand,리쥬란,3,0,0.0,3,2026-02,2026-08,3,2,0,thin,리쥬란주사 나비존은 효과 있는데 이마는 효과가 상대적으로 적게느껴져서 이부분 다뤄주세요,리쥬란 가격좀알려주세요,0
b:brand,듀이트리,3,0,0.0,2,2026-02,2026-05,2,2,0,thin,인씨님 듀이트리 마켓은 다시 안하시나요!,듀이트리 공구 언제쯤 하시나요??,0
b:brand,후시덤,2,173,86.5,2,2026-05,2026-08,2,2,173,narrow-strong,후시덤도 부탁드립니다!!,후시덤 / 쌩얼로 메이크업 할 때 써보고 싶고 발림성도 너무 좋아보야용!!,0
b:brand,스킨푸드,2,14,7.0,1,2022-08,2025-10,2,2,12,thin,​ @귀찮네-e3w  엄청 잘됐죠 😊 개인적으로 얼마전에 해외유튜버께 스킨푸드 캐롯라인 추천해주기도 했어요.,스킨푸드도 해주세요!!,2
b:brand,무지개맨션,2,12,6.0,2,2026-03,2026-04,2,2,10,thin,"언니 무지개맨션 신상쿠션, 루나 신상쿠션도 리뷰궁금해요!",무지개맨션 오브제 스테인 틴트 리뷰해주세요 ㅠㅠㅠ,2
b:brand,동아제약,2,12,6.0,1,2026-04,2026-04,2,2,12,thin,형님 요즘 동아제약 신제품 말 많던데 리뷰해주실수 있나요,동아제약 색소침착 신제품 리뷰해주세요오!!!!,0
b:brand,낫포유,2,9,4.5,1,2026-06,2026-06,1,1,9,thin,와 저두 등드름때문에 낫포유 진짜 잘쓰는데 인씨님이 추천해줘서 더 신뢰도생겼어요!!!,낫포유 제품들 좋다는 건 알고 있었는데 인씨님이 추천해주니 바로 사야겠어용.,0
b:brand,마데카21,2,6,3.0,2,2026-04,2026-05,2,2,6,thin,지금은 전에 추천해주신 마데카21 테카 토닝 크림 쓰구 있구 이번엔 클리덤 앰플 사야겠네요ㅎㅎ다이소 제품 추천 더 많이 해주시면 좋겠어용!!ㅎㅎ,전에 추천해주신 마데카21 크림 발라도 되나요?,0
b:brand,더페이스샵,2,5,2.5,1,2025-08,2026-01,2,2,4,thin,더페이스샵 매직커버비비도 해주세요 ㅠ,더페이스샵 미감수 클렌징오일도 테스트 해보고 말씀해 주실수 있나요?,1
b:brand,어반트라이브,2,4,2.0,2,2026-05,2026-06,2,1,3,thin,유리하다님 어반트라이브 공구 좀 해주세요,이번 추천템 중에서도 어반트라이브 제품이 저도 3월부터 썼는데 통해서 내심 기쁘게 영상 봤습니다🤍 여름에 선크림 영상 너무 원해요!!,1
b:brand,동국제약,2,4,2.0,2,2026-06,2026-07,2,2,3,thin,동국제약 제품리뷰해주세요~,유리님 동국제약 하루전날 영상 올려주실거에요.,1
b:brand,마데카솔,2,4,2.0,1,2024-08,2026-02,2,2,3,thin,요즘 대세 마데카솔.D판테롤 연고  에 대해서도 부탁드립니다,여태 여드름 압출 후에 첫날은 후시딘 2~3일째는 마데카솔 케어 연고 발라왔는데 이러지말고 압출후에 에스로반 연고만 3일동안 발라주면 되나요?,1
b:brand,케라시스,2,4,2.0,0,2024-08,2025-08,2,1,2,thin,감사히 잘 보고 가겠습니다❤  (+ 다음에는 케라시스의 클린노트 트리트먼트도 다뤄주시면 좋겠어요!,케라시스 마트에파는 샴푸도 추천 해주세요,2
b:brand,라피타,2,4,2.0,1,2025-08,2026-05,2,2,4,thin,10대 딸이 족집개로 겨드랑이털을 뽑아대서 좀 더 좋은 방법이 없을까 생각중이었는데 라피타 제모 기기를 사줘야겠어요!,라피타 멜라클린 재공구 일정이 있을까요?,0
b:brand,어퓨,2,4,2.0,2,2026-03,2026-06,2,2,4,thin,다음에 이거 컨텐츠 또 하실때 어퓨 헤어식초도 해주세요...❤,최근에 올라온 어퓨 쿠션이랑 비교하면 어떤점이 다른지 궁금해요ㅠㅠ,0
b:brand,메노킨,2,3,1.5,2,2026-05,2026-07,2,2,3,thin,언니 메노킨 버블 마스크 리뷰 해주세요!!,에고 이거 먼저 봤어야했는데 메노킨 부터 사버렸네요 ::: 혹시 피지필라멘트 제거방법도 일반 블랙헤드랑 같이 보면 되나요?,0
b:brand,얼터너티브스테레오,2,3,1.5,2,2025-10,2025-11,2,2,3,thin,얼터너티브스테레오 제품 좋아하신다고 하셨는데 카라멜글레이즈 리뷰도 궁금해요…🥰🥰🥰 트루 언니 감기 빨리 낫기를!!!!!!,얼터너티브스테레오 신상 리뷰 기원해요!!!,0
b:brand,자빈드서울,2,3,1.5,1,2026-04,2026-04,2,2,2,thin,요즘 자빈드서울 쿠션 바이럴 되고 있던데 리뷰 해주시면 좋을 거 같아용🙇🏻‍♀️❤ 믿을 사람은 언니밖에 없기 때문..🥹🩷,자빈드서울이랑 비교했을 때 어떨지 너무 궁금해요,1
b:brand,닥터오라클,2,2,1.0,1,2026-07,2026-07,1,1,1,thin,"요즘 점점 더 더워지고 그래서 매일 감아도 머리에 냄새날까봐 두피,모발관리 열심히 하고 있었는더ㅣ 닥터오라클세트의 쿨링스왑으로 두피 시원하게 하고 샴푸로 머리감고 헤어 에센스로 머리정리 해주면 딱좋을거같네요!!",닥터오라클두피케어 원해요!!,1
b:brand,하우스오브비,2,2,1.0,2,2026-02,2026-03,2,1,2,thin,하우스오브비 팩 공구 언제 또 하시나용~?,더현대 넘 재밌어요ㅎㅎ하우스오브비 마켓 또 안하시나용~?ㅎㅎ,0
b:brand,포트레,2,2,1.0,2,2026-02,2026-05,2,2,1,thin,포트레 매트틴트랑도 비교해주세요!,포트레 섀도우도 좋다는데 리뷰해주세요!,1
b:brand,성분에디터,2,2,1.0,1,2026-03,2026-03,2,1,2,thin,스완형 이번 영상이랑 관련 없긴한데 관하살마켓하는 성분에디터 엠플 보습감 아시면 알려주실수있을까요?,성분에디터 그린 토마토 앰플 리뷰 해주실수있나요?,0
b:brand,스킨1004,2,2,1.0,1,2026-03,2026-03,2,2,2,thin,형님 스킨1004 마다가스카라 센텔라 앰플 리뷰해주세요,뭔가 성분은 엄청 순한데 제 피부를 건강하고 탄탄하게 지켜주는 느낌 ..‧⁺◟( ᵒ̴̶̷̥́ ·̫ ᵒ̴̶̷̣̥̀ ) 스킨1004라는 브랜드 이름답게 제 피부를 구원해 준 천사가 되었답니다 ⁽⁽ଘ( ˊᵕˋ )ଓ⁾⁾ㅋㅋ,0
b:brand,스타라이크,2,2,1.0,2,2026-05,2026-06,2,2,2,thin,"스타라이크 바르실때, 퍼프 정보도 알려주세용❤",스타라이크 파데프리 선크림도 2탄에 넣어주세요!!❤,0
b:brand,아리얼,2,2,1.0,1,2026-06,2026-06,2,1,2,thin,소살님 더 에센셜에 바이 아리얼 히알루로닉13 세럼이랑 크림 리뷰해주세요!!,소살님 더 에센셜에 바이 아리얼 히알루로닉13 세럼이랑 크림 리뷰해주세요!!,0
b:brand,컬러그램,2,2,1.0,2,2025-09,2026-01,2,2,2,thin,언니의 컬러그램 누디 블러 틴트 리뷰 궁금해요 !!!,"그리구 립은 컬러그램이나 페리페라가 좋구여 화장하기전에는 토너, 세럼같은거로 스킨케어부터 해주세요",0
b:brand,필리밀리,2,1,0.5,2,2026-07,2026-08,2,2,1,thin,가능하다면 필리밀리 거랑 비교해주심 좋겠어요 💭,필리밀리 스파출라 공용기 세는건 없을까요?시튜에아 글로우틴트 리뷰해주세요 ㅎㅎ,0
b:brand,식물나라,2,1,0.5,0,2024-08,2025-08,2,2,1,thin,요즘 AHC나 식물나라나 선스틱 선스프레이가 유명한데 혹시 다뤄주실 수 있나요...!,식물나라 선쿠션 리뷰해주세요!!ㅠㅡㅠ,0
b:brand,코페르,2,1,0.5,2,2025-11,2026-03,2,2,1,thin,코페르 화장품 리뷰해줘요,코페르 기미크림 한번만 리뷰해주세요ㅜㅜㅜ!!!!!!!,0
b:brand,닥터멜락신,2,1,0.5,0,2025-08,2025-08,2,2,1,thin,닥터멜락신 아쿠아 이온 플라즈마 수분크림이랑 소본 그린시카 더마 리페어 크림 성분도 부탁드리겠습니다~,🌼닥터멜락신 아이팔트 아이백 크림🌼 디파님 연예인 변정수님이 하도 좋다고 하셔서 너무 궁금한데 이것도 한 번 다뤄주실 수 있으실까요?😊❤,0
b:brand,스트라이덱스,2,1,0.5,2,2026-06,2026-08,2,2,1,thin,"예전에 스트라이덱스 토너패드 쓰다가 접촉성피부염 걸려서 장벽 회복 중이라 피부 속당김 겁나 심한 1인 인데,  세수하고 나서 토니모리 모찌토너 3겹 바르고 토리든 앰플 바르고 더하르나이 수분크림 발라주면 진짜 무적..됩니다..",피지 분비 개쩌는 지성들은 스트라이덱스가 초록통 빨간통이 있는데 빨간통은 일주일에 한두번정도 써주고 초록통은 데일리로 써주면 여드름이 진짜 잘 안나요,0
b:brand,크리니크,2,1,0.5,2,2026-02,2026-03,2,2,1,thin,이 와중에 크리니크 블러셔 맥 립스틱 이름 알려주세여!🤣,크리니크 발레리나팝 어떤 브러쉬를 사용하는게 좋은지 알려주실 수 있을까용??🥺🥺,0
b:brand,르네휘테르,2,1,0.5,2,2026-01,2026-03,2,2,1,thin,흐앙 르네휘테르 마켓 빨리주세여 누나 ㅠㅠ,다이어트 때문에 머리가 우수수 심각할 정도로 빠지고 있어요 😢 포티샤랑 sos앰플 사서 써보고 있는데 르네휘테르가 제 머리카락을 잡아주면 좋겠어요 ….😭,0
b:brand,바디바,2,1,0.5,1,2025-08,2025-11,2,1,1,thin,"요즘 샴푸바,바디바와 같은 비누형도 많이 나오는데 이런 것도 리뷰해주세요❤",비누 바디바도 해주세요 !1,0
b:brand,라운드어라운드,2,1,0.5,1,2025-08,2026-05,2,1,1,thin,예전에 추천해주신 단종된 라운드어라운드 선크림 같은 성분도 좋고 가성비 좋은 제품 추천해주세요~,"메이크프랩 수딩 핑크 톤업 선크림, 라운드어라운드 컴포트 그린티 선크림 써보신 분들 눈시림은 어떠셨는지 알려주세요ㅠ",0
b:brand,코스노리,2,0,0.0,2,2025-09,2026-05,2,2,0,thin,혹시 코스노리 플러핏쿠션 리뷰 부탁드려도 될까요~~!!,혹시 코스노리도 해주실수 있나요?,0
b:brand,바이레도,2,0,0.0,2,2025-12,2026-05,2,2,0,thin,저에게 여름 최애향수는 바이레도 라튤립입니다 🌷🌷상큼하고 자연의향~~힐링이 됩니다💙소살님 계절별 최애향수도 알려주세요!,바이레도 틴 티드 립밤 리뷰도 해주세요!,0
b:brand,버버리,2,0,0.0,1,2026-08,2026-08,1,1,0,thin,평소에는 버버리 향수에 대해 잘 몰랐는데 영상을 보고 나니 하나씩 맡아보고 싶어졌어요,근본있는 추억의 패션향수들 컨텐츠도 해주세요😢 버버리 불가리 랑방 샤넬 등등이욤,0
b:brand,블랑디바,2,0,0.0,1,2025-08,2026-06,2,2,0,thin,인씨님 블랑디바 쿠션 리뷰해주세욥,블랑디바 쿠션 유명한데 블디 글쿠 리뷰해주세요,0
b:brand,로라메르시에,2,0,0.0,1,2026-02,2026-02,2,2,0,thin,로라메르시에 파데가 성분이 좋다는데 리뷰해주세용,로라메르시에 제품 웜톤 추천해주신 것처럼 쿨톤도 하나 추천해주세용❤,0
b:brand,라보에이치,2,0,0.0,2,2026-04,2026-07,2,2,0,thin,"저는 지성이라 라보에이치 노세범 샴푸 사려고 하는데, 집에 부모님도 사용하시는 샴푸 마땅한게 없어서 그런데, 따로 탈모 비듬 이런건 없으시고 그냥 데일리용으로 쓰려고 하는데 처음 추천해주신 1번 그라펜이나 아니면 5번 향좋은 그로우어스 중 어떤게 괜찮을지 한가지만 추천 부탁드려도 될까요",라보에이치 샴푸  추천해주고부터 아직까지 쓰고 있어요.,0
b:brand,한율,2,0,0.0,2,2025-09,2026-06,2,2,0,thin,한율 클렌징 일주일에 몇번 쓰시고 팩으로도 얼마나 쓰시는지 알려주세요!!,한율 은행잎 세럼 리뷰해주세요,0
b:brand,글린트,1,100,100.0,1,2025-11,2025-11,1,1,100,narrow-strong,언니 데일리 메이크업 영상 브이로그 빨리 보고싶어요 😂❤ 글린트 마켓 영상 메이크업도 꼭 들고 와주세여 ...,언니 데일리 메이크업 영상 브이로그 빨리 보고싶어요 😂❤ 글린트 마켓 영상 메이크업도 꼭 들고 와주세여 ...,100
b:brand,더마블록,1,26,26.0,1,2026-08,2026-08,1,1,26,narrow-strong,잇레티놀 챙겨 먹으면서 더마블록 병행해서 발라주니 피부톤 확실히 투명해지고 피부결이 달라짐!,잇레티놀 챙겨 먹으면서 더마블록 병행해서 발라주니 피부톤 확실히 투명해지고 피부결이 달라짐!,26
b:brand,로레알,1,22,22.0,1,2025-12,2025-12,1,1,22,narrow-strong,"로레알 담당자가 보고 계시다면 염색약이나 샴푸, 헤어팩은 몰라도 피부에 흡수되는 기초 색조류는 원산지에 신경써주세요.","로레알 담당자가 보고 계시다면 염색약이나 샴푸, 헤어팩은 몰라도 피부에 흡수되는 기초 색조류는 원산지에 신경써주세요.",22
b:brand,차앤박,1,13,13.0,1,2026-08,2026-08,1,1,13,narrow-strong,lg생건에서 만드는 차앤박 더마앤서 배리어 리셋 크림 제발 써주세요,lg생건에서 만드는 차앤박 더마앤서 배리어 리셋 크림 제발 써주세요,13
b:brand,마미케어,1,7,7.0,1,2026-03,2026-03,1,1,7,thin,부스터프로 저렴버전 마미케어기기도 비교해주세요!,부스터프로 저렴버전 마미케어기기도 비교해주세요!,7
b:brand,체이싱래빗,1,6,6.0,1,2026-06,2026-06,1,1,6,thin,소살님 덕분에 체이싱래빗 성분도 알게되었어요😊 딸에게도 알고 쓰라고 말해줘야겠어요,소살님 덕분에 체이싱래빗 성분도 알게되었어요😊 딸에게도 알고 쓰라고 말해줘야겠어요,6
