kind,key,mentions,likes,like_per_mention,months_present,first,last,videos,channels,max_like,shape,example,example2,example2_like
b:brand,라네즈,20,209,10.4,5,2025-08,2026-08,14,6,98,thin,라네즈 네오 쿠션 더매트랑 비교 원해요!!,라네즈 네오 쿠션 더 매트랑 네이밍 올데이 마스터 쿠션도 출시되면 리뷰해주세요..!!,61
b:brand,디올,20,60,3.0,11,2025-08,2026-08,18,12,32,persistent,언니 디올 매트 파데도 해주시면 안 될까요 🥹🥹🥹,신상 나스.디올 비교분석해주세요,6
b:brand,블랑네이처,18,13,0.7,7,2026-01,2026-08,16,5,4,thin,언니 블랑네이처 쿠션이랑 파넬 쿠션 비교 궁금해요,블랑네이처 또 마켓안하실까요?,2
b:brand,퓌,17,95,5.6,6,2025-10,2026-08,15,8,35,thin,제발제발 퓌 올데이 쿠션 리뷰 좀 부탁드립니다.,곧 출시되는 퓌 매트쿠션이랑 비교보고싶어요!!!,29
b:brand,아누아,16,668,41.8,8,2025-08,2026-08,14,8,583,thin,제발 아누아 파헤쳐주세요!!,아누아는 사기광고 이후 제 맘에서 퇴출돼서 다른 추천 제품 없을까요...?,71
b:brand,에스네이처,16,7,0.4,7,2025-11,2026-07,15,7,2,thin,아니 에스네이처 수분크림도 잘 쓰구 에스네이처 미스트도 추천해주구 이제 마스크팩까지 추천해주면 마켓 해야하는고 아닌가욧!!🤍 미스트 살까 장바구니 담아뒀는데 마스크팩까지 좋아버리면 후니언 마켓 넘 필요하자나!,에스네이처 저 마스크팩은 진짜 제발 마켓 해 주세요 ㅠㅠㅠㅠ,2
b:brand,클리오,15,31,2.1,9,2025-08,2026-08,14,11,19,persistent,스코님!!클리오 아몬드로즈 바르신 라카 브러쉬가 지금 단종된 것 같아용🥹🥹🥹 클리오 블러셔랑 궁합 잘 맞는 다른 브러쉬 추천해주실수있나용💓💓,언니 클리오 에이블리 콜라보(?) 신상 쿠션 리뷰해주세요!!,3
b:brand,힌스,15,25,1.7,5,2026-02,2026-07,13,6,13,thin,"쿠션 추천해주긴 했는데 언니는 힌스 좋다고 해서,,, 혹시 어떤 게 더 좋아요,,,?ㅠㅠ","말랭 님 오늘도 지성 피부들의 구원 같은 영상을 말아주셨군요 .....🥹💕💕 혹시 6월 말에 베트남 여행 가는데 힌스 핑크, 에스쁘아 실크 스킨 레이어, 라네즈 더 매트 중에서 뭐가 제일 좋을지 추천해주실 수 있나요??!!",3
b:brand,폴라초이스,15,14,0.9,7,2025-08,2026-08,13,7,5,thin,저는 알로에 냉장고에 넣어놓고 알로에팩 열 오를때 해주고 폴라초이스 나이아신아마이드랑 픽스베리어 재생크림 발라주면 요즘같은 날씨에 피지조절도 되서 모공도 쫀쫀해지는거같더라구요,레티놀 제품 폴라초이스껄로 계속썼는데  이건 어떤지  뒷북친다고 대노하지 마시고 혹 혹시 댓글보시면 알려주시면 감사하겠습니다😅😅,4
b:brand,에스티로더,15,12,0.8,6,2025-08,2026-08,13,8,3,thin,아르마니 파워패브릭 리뷰해주세용 에스티로더만큼 커버력이 좋다는데 비교해주세용,에스티로더 파데 색상고르는팁 알려주세요!!!!,3
b:brand,포인트,13,203,15.6,4,2025-08,2026-06,12,10,59,narrow-strong,중간중간 띠용때용 귀여운 포인트도 더 많아서 괜히 더 친해진 느낌 🐱  이런 컨셉으로도 자주 찍어주세요!!!,포인트 메이크업 안하고 오로지 썬크림만 바르는 사람들의 세안 정리도 부탁드립니다,58
b:brand,리스키,13,20,1.5,7,2025-09,2026-08,11,4,5,thin,제발 리스키뷰티 펄 팔레트로도 홀리데이 메이크업 낋여주세요………,리스키 글로스랑 페리페라 신상 글로스랑 로지킴 글로스 리뷰도 해주세용🥹 늦어도 되니깐 꼭 해주시먄 감사할꺼같아요 💕,4
b:brand,비플레인,13,18,1.4,4,2025-08,2026-07,12,6,12,thin,비플레인 녹두 선크림이 없다니😢 시원함 오래 가고 눈에 띄는 나쁜 성분 없길래 파이님께서 A이상 주시면 바로 구매하려고 했었는데,비플레인말고도 클렌징밤 추천해주세요!!,4
b:brand,바닐라코,13,10,0.8,8,2025-09,2026-08,13,8,3,thin,스코언니 바닐라코 소봉님이랑 공동개발하신 블러셔 그것도 리뷰해주세요ㅠㅠ,지성인은 언니가 그저 빛… 언니 말 듣구 바닐라코 파우더 사고 일주일정도 됐는데 극강의 구워짐에 감격받았지모야🥺🥺💕💕 언니 계속해줘요잉..,3
b:brand,홀리카,12,51,4.2,5,2025-10,2026-07,11,8,22,thin,언니홀리카신상나온다는데리뷰해주세요!!!💕💕,해니님 홀리카 피스컨실러 활용 영상도 보고싶어요,11
b:brand,메디큐브,12,48,4.0,4,2025-08,2026-06,9,7,21,thin,메디큐브 하이포커스샷이랑 비교해서 궁금해요 ..!!,3월에 메디큐브 부스터프로 2버전 나온다는데 구버전 신버전 비교해주세요!!!머사야할가요ㅜ,17
b:brand,이니스프리,12,40,3.3,6,2025-08,2026-08,11,9,26,thin,웅니 요즘 이니스프리 포어블러 파우더 트위터 코덕들 사이에서 지속력 미쳣다구 난리던데 리뷰해주세용,진짜 극지성인데 이거 바른다음에 이니스프리 루스 파우더 해주면 오래감유,5
b:brand,브레이,12,39,3.2,7,2025-10,2026-04,10,2,29,thin,브레이 마켓 또해주세요,"후니언님 이벤트 당첨으로 브레이 쭉 쓰고있는데,, 진짜 너무 좋아서 마켓때 코렉터 전컬러 살 예정이라 혜택들만 좋게 가져와주세요~~🤍",4
b:brand,웨이크메이크,12,19,1.6,7,2025-09,2026-08,9,5,5,thin,"웨이크메이크 뮤트로즈블러링 활용한 영상도 올려주실 수 있읆가욤,,,,,,,,,,,,ㅇ","이벤트로 궁금했던 웨이크메이크 쿨톤 립스틱 써보고 싶은데, 몽몽님이 골라주시면 정말 행복할 것 같습니다.",4
b:brand,시세이도,12,16,1.3,8,2025-08,2026-08,10,7,10,thin,디올은 매트로 구매하실 것 같았는데 글로우를....!🥲 나중에 매트도 리뷰 부탁드려요🥺 와 시세이도는 바르는 순간부터 완전 피부를 무광코팅 시켜버리네요,"퓨처리스트와 시세이도 석발,  퓨처리스트 베이스로 바르고 볼에만 시세이도 추가 이렇게 비교도 해주세요",2
b:brand,파티온,12,13,1.1,5,2025-11,2026-07,12,3,4,thin,전에 선세럼 추천으로 보고 파티온꺼만 써왔는데 이번 선크림 추천에서도 가볍다고 하셔서 걔랑 비교했을때 어떤지 궁금해요,파티온 마켓 언제 하나요 ㅠㅠㅠㅠㅠ,3
b:brand,에스트라,12,12,1.0,7,2024-08,2026-08,11,7,3,thin,언니제발제발요 ㅜㅜㅠ너무 잘보고있는데 에스트라 버블클렌저에 말라세지아 유발성분잇는지 봐주실수있나요 ㅠㅠㅠㅠㅠ하려고하는데 자꾸 안되서,혹시 에스트라 아토배리어 365 크림은 목록엔 있는데 영상엔 왜 없을까요?,2
b:brand,미샤,12,10,0.8,8,2025-08,2026-08,10,7,4,thin,언니 미샤 빨간 뚜껑 ...3탄하시면....부탁드립니당 아니면 댓글 달아주신다고 하셨는데여..답변부탁드립니다!,비비크림도 예정이시라면 비교군에 미샤초보양비비랑 셀퓨전씨 인텐시브비비랑 에끌라두 레제네도  부탁드려용❤ 혹시 에끌라두 레제네 비비는 성분적으로 어떨까요????,3
b:brand,닥터지,12,9,0.8,7,2024-08,2026-07,12,9,4,thin,좀더 겨울에 쓸만한거 추천해주실수 있으신가요?????영상에 나온 닥터지 베리어d 크림은 너무 짱짱한걱 같아서 혹시 그 사이로다가 ??,앞으로도 많은 정보 부탁드려요 ^^ 닥터지 화이팅입니다!,2
b:brand,페리페라,11,170,15.5,6,2019-08,2026-08,10,5,148,narrow-strong,페리페라는 지금당장 라떼달달해 품절을 풀어주시기 바랍니다,페리페라랑 힌스 궁금 했는데 감사해용❤❤ 스코님 혹시 다음 겟레디때 퓌쿠션+에스쁘아 블러셔 조합으로 보여주실수 있으실까요오?,18
b:brand,아벤느,11,133,12.1,6,2025-08,2026-07,9,4,113,narrow-strong,아벤느 미스트 뿌리고 토리든 세럼이랑 픽스베리어 재생크림에 디페린겔 섞섞해서 발라주면 여드름 싹가라앉고 쨩죠아요!!,비타민은 순수비타민 가루로 바르는게 효과가 진짜 좋음 아벤느 미스트 뿌리고 브링그린 세럼바르고 레드지움 재생크림에 순수비타민 가루 같이 섞어서 발라주면 흡수도 잘 되고 효과도 좋습니댜!!,10
b:brand,팁토우,11,49,4.5,2,2026-07,2026-08,4,3,22,thin,팁토우 메이크업 튜토리얼 올려주세요ㅜㅜ,팁토우 2호 튜토리얼 올려주실 수 있으까요..,17
b:brand,주미소,11,24,2.2,5,2025-08,2026-08,9,5,18,thin,주미소 장벽크림 보습감 알려주세요,"주미소 기초케어 맛집인데 다들 알아줘요,,, 수부지에게 최고예요!!",3
b:brand,유이크,11,24,2.2,6,2026-02,2026-08,9,4,21,thin,언니… 유이크 마켓 끝나셨을수도 있지만… 다좋은데 냄새만 어떻게 해주시면 좋겠어요..😢 세수할때마다,유이크 클렌징밤은 이제 마켓 안하나요?ㅠ,3
b:brand,마데카,11,13,1.2,5,2022-08,2026-06,11,8,4,thin,화장품 흡수도와주는 기능만 봤을때 이로셀과 마데카 프라임 비교하여 어떤게 더 좋은지 궁금해요😊 항상 영상으로 도움 많이 받고있습니다.,마데카크림좋아요 ㅋ 등드름관리법알려주세요 ㅠㅠ,4
b:brand,넘버즈인,11,8,0.7,5,2025-08,2026-08,11,7,3,thin,온니...혹시 넘버즈인 1번라인 마켓 또 안 하나요...ㅠㅠ,민스코님 올해는 넘버즈인마켓안하나요ㅠㅠㅠ😢,1
b:brand,쿠팡,10,121,12.1,7,2025-09,2026-08,10,9,86,narrow-strong,비하인드로 다른 제품들도 많이 샤라웃 해주시면 좋겠고 쿠팡 이틈을 타서 할인해주면 좋을 것 같아요 ㅋㅋㅋㅋㅋㅋㅋ,옛날엔 쿠팡에서 광고없이 여러제품 추천해주샸는데 요새는 올 광고제품인가 보네요 😂,31
b:brand,바이오더마,10,114,11.4,3,2025-08,2026-06,10,8,76,narrow-strong,그그 바이오더마 로션 두세번 레이어링 해주고 비타치올 앰플바르고 브링그린 크림 발라주면 진짜 촵촵 화잘먹 피부 쌉가넝이에요,바이오더마 피지오겔 라로슈포제 에스트라 등등 얘네들도 한번 다뤄주실수있나요?,19
b:brand,코스알엑스,10,38,3.8,6,2025-11,2026-06,8,3,30,thin,비타치올 재생앰플이랑 코스알엑스 크림발라주고 디판테놀까지 발라주면 장벽관리되면서 잘 안뒤집어지는 피부 가넝합니다,와 첫번째부터 궁금한거 다있어서 좋아요 ㅠㅠ❤❤❤ 코스알엑스 비타민세럼도 리뷰 해주실수있을까요?!,7
b:brand,일리윤,10,18,1.8,4,2022-08,2026-08,10,8,15,thin,일리윤도 해주세요!!,일리윤 세라마이드 아토 수딩젤 말라세지아 성분 확인 좀 부탁드려요..,1
b:brand,리필드,10,3,0.3,6,2025-08,2026-08,7,2,2,thin,다음에는 리필드 사이토카인 아이래쉬 앰플도 테스트해 주세요!,혹시 리필드마켓은 언제하나요,1
b:brand,라로슈포제,9,150,16.7,5,2025-08,2026-08,9,7,136,narrow-strong,이걸로 세안 해주고 비타치올 재생앰플이랑 라로슈포제 바르고 아젤리아 크림 발라주면 여드름 피부 진짜 서서히 가라앉음!,라로슈포제 유명한 크림도 분석 부탁드려요!!,5
b:brand,디오디너리,9,123,13.7,5,2025-08,2026-07,8,6,69,narrow-strong,"디오디너리, 미닉도 해주세요 !",제발 디오디너리 특집 추천템 찍어주세요,43
b:brand,에이프릴스킨,9,17,1.9,6,2026-02,2026-08,9,4,16,thin,에이프릴스킨 매직스노우 리뉴얼된거 리뷰해주세요..!!!,혹시 에이프릴스킨 앰플이랑 블랑네이처 토너 둘 중 하나만 고른다고 하면 무엇을 추천해주실까요?!💖,1
b:brand,아멜리,9,11,1.2,6,2025-10,2026-07,6,5,7,thin,아멜리도 해주세여!!!!,"해니님 영상에서 얼굴 작아보이게 하는 메이크업 꿀팁 보고 완전 감동했어요✨ 그중에서도 아멜리 여백카롱 섀딩은 꼭 써보고 싶은 제품이에요🤎자연스럽게 그림자 지듯 얼굴선을 정리해줘서 진짜 얼굴소멸 메이크업의 핵심템 같아요!컬러가 너무 진하지도 않고, 여백 메이크업처럼 자연스럽게 음영을 주는",2
b:brand,홀리카홀리카,9,9,1.0,3,2025-08,2026-08,8,6,3,thin,홀리카홀리카 에뛰드 풀리 같은 브랜드들에서 젤리파우더 형태의 제품들이 많이 나왔는데 노세범 파우더류 제품들이랑 비교해보고 추천해주시는 영상 만들어주실 수 있을까요?,"홀리카홀리카 레프스, 시나몬롤 써주세요!!",2
b:brand,맥,8,182,22.8,6,2026-02,2026-07,8,7,171,narrow-strong,"우리나라 코스메틱 대기업 두 양대산맥 아모레퍼시픽과 LG생건이 있는데요, 좋은 제품 소개 많이 부탁드립니다.",줴발 맥 러스티글래스 제형도 리뷰해주세요 ㅜㅜ,3
b:brand,메디힐,8,28,3.5,3,2026-04,2026-07,8,5,23,thin,메디힐 선세럼 리뷰좀 해주실수 있을까요?,메디힐 선세럼 진짜좋아요 ㄱ걍 생얼에 발라주면 그냥 삭슥 바르기만해도 너무잘발리고 24시간 유지된다해서 한번만 바르고 나가면되고 특히 이런거 귀찮아하는 남친남편에게 사주시면 너무좋아하고 잘쓸거에요,2
b:brand,투슬래시포,8,21,2.6,5,2024-08,2026-06,8,5,7,thin,언니 투슬래시포 리뷰 부탁드려요!,언니 투슬래시포 립칠러 리뷰해주세욤……🥹,4
b:brand,루미르,8,14,1.8,4,2025-11,2026-08,8,3,5,thin,"루미르 섀도우 팔레트, 크리니크 치크팝 제품정보 부탁드립니다 🙏 제발요 ❤",메이크업보니까 루미르 팔레트 8호  문릿모브도 생각나는데 언니랑 같은 여름뮤트로써 그 팔레트로 데일리메이크업하는 것도 보고싶어요!❤,4
b:brand,힐링버드,8,8,1.0,5,2026-02,2026-08,5,2,5,thin,"힐링버드 비듬 지인 사주고, 정말 너무 좋아하고, 제품력에 으뜸 백만개 주고 고맙다고 얼마나 이야기를 들었는지 몰라요…❤또 마켓 해주세요",저도 빗질을 자주자주 해줘야겠어요 :) 특히 힐링버드 에센스 - 🤍 꺄 넘 기대되네요 !,1
b:brand,어뮤즈,8,7,0.9,6,2025-08,2026-07,8,5,4,thin,어뮤즈 젤핏 글로스 리뷰해주세요 !,어뮤즈 에어리 포어 커버 쿠션 리뷰해주세요ㅠㅠ,1
b:brand,나스,8,5,0.6,5,2025-08,2026-08,7,7,2,thin,찬스님 나스 리플렉팅 파운데이션 리뷰해주시면 안될까요 ㅠㅠ,나스 컨실러 주근깨와 기미 커버용 색 추천해 주실 수 있으실까요?,2
b:brand,데이지크,8,3,0.4,5,2025-10,2026-08,6,4,1,thin,푸른기 스윽 없애지고 데이지크 립 발라주면 끝판왕일듯...,👑✨ 아니 베르사유 정원에서 장미 따고 오신 공주님 같아요🌹🤍 궁전에서 휴가 보내시던 공주님이 잠깐 한국 오신 줄…👑🌸 지냐님 너무 핑잘봄 찰떡이시구 이렇게 아리따운 모습으로 담아주셔서 감사합니다🎀💗 지냐님 그리구 자냥님들 앞으로도 데이지크 많은 관심 부탁드립니다🌷,1
b:brand,마몽드,8,1,0.1,2,2025-08,2026-07,7,5,1,thin,언니 화잘먹 마몽드 세럼 지성버전 나온것도 써주세요 ㅠㅠㅠ,먼저 오일제품으로 기름제거 후 워시오브세럼으로 해주고 턱은 디오너리로 하고 이마코옆좁쌀은 마몽드데이지리퀴드해주고 알로에젤 올려주고 약흡수시킨뒤 더여백푸딩마스크 올려주면될까요?헉헉,0
b:brand,웰라쥬,7,94,13.4,4,2025-12,2026-08,7,7,91,narrow-strong,"이런 정성과 열정이 있어야 뷰티유튜버 하는군용 요즘 유튜버 진입장벽 너무 높아진거 아니냐며,, 전 쿠션도 쿠션인데 기초를 튼튼하게 안채우면 쿠션의 수분감이 날아가면서 더 건조해지더라구요 ,, 그래서 꼭 수분감 가득한 토너패드로 피부열감 낮춰주고 웰라쥬 히알루론 앰플 3번 발라준 뒤 픽스",웰라쥬 시카크림도 해주세요,2
b:brand,아모레,7,34,4.9,4,2025-08,2026-08,7,6,19,thin,아모레 시카 콜라겐 슈퍼레티놀 영양제도 리뷰해주세요,아모레 LED제품 마켓해주세요🙏🙏,8
b:brand,그로우어스,7,14,2.0,4,2026-02,2026-08,6,3,13,thin,이런거 너무 좋아용 그로우어스꺼 알려주신 것도 잘 쓰고있어여 지성두피 추천템 더더더 낋여와주세요🙏😍😍,"언니 저 그로우어스 미역샴푸 처순이 됐어욬ㅋㅋㅋㅋㅋㅋ지금 한 4병째 쓰는즁ㅋㅋㅋㅋ언니한케 영업당해서 헤어나오질 못해,,,저 지성인데 이거 진짜 떡 덜져서 너무 좋아용~~헤어밀크는 첨 들어보는데,,,신기하네용,,,헤어템에 진심인 언니 추천템이라서 써보고 싶어용~머리 상한 부분은 푸석해져서",1
b:brand,브링그린,7,13,1.9,5,2025-08,2026-07,7,5,6,thin,혹시 브링그린도 리뷰 해주실 수 있으실까요?,브링그린 징크테카 리페어 흔적 크림 신상으로 나왔는데 어떤지 리뷰 해주실 수 있으신지ㅠ.ㅠ,4
b:brand,구달,7,13,1.9,5,2025-11,2026-06,7,7,11,thin,올영에서 선크림 추천해달라고 하면 무조건 구달 어성초 선크림이라고,혹시 구달 브랜드 중 다른 제품 말라세지아 모낭염 악화 성분 있는지 알려주실 수 있나요?,1
